Timestamp,Cz,Fz,Fp1,F3,C1,C3,T7,C5,CP5,CP3,CP1,P1,P3,O1,CPz,Pz,Oz,O2,P4,P2,CP2,CP4,CP6,C6,T8,C4,C2,F4,Fp2
0.615873800000372,6.695,-13.086,-223.314,-330.73,14.203,10.334,47.972,-25.859,4.783,14.866,6.419,3.744,1.263,-4.839,-7.562,-16.797,49.839,27.339,12.041,7.118,-35.762,2.825,-2.952,54.98,-81.667,-5.521,13.216,14.999,-107.928
0.630757300000369,-1.509,-32.028,-238.46,-353.965,1.381,-11.193,71.49,-54.01,-12.128,-0.006,-12.543,-8.043,-14.619,-14.568,-20.875,-30.1,39.031,11.942,-4.877,-4.672,-44.436,-12.547,-14.732,50.314,-109.25,-15.25,-1.654,-3.972,-133.435
0.630813000000217,-4.581,-46.34,-256.152,-364.37,-5.792,-17.329,39.143,-54.981,-19.8,-7.691,-19.19,-15.207,-21.265,-8.406,-24.953,-32.631,38.992,6.295,-8.459,-8.254,-52.076,-21.756,-16.766,42.067,-89.673,-25.993,-9.337,-18.312,-156.868
0.645769600000222,-9.7,-50.905,-280.487,-362.469,-13.983,-14.75,6.829,-48.778,-16.707,-8.195,-14.56,-16.216,-17.657,-10.959,-23.391,-31.574,38.953,8.338,-6.401,-7.733,-54.585,-19.685,-18.287,31.266,-63.968,-34.676,-6.254,-17.782,-169.007
0.645828800000345,-10.202,-56.489,-292.501,-360.057,-16.019,-17.297,39.609,-49.754,-17.202,-7.675,-17.619,-15.688,-16.615,-19.145,-28.49,-35.641,35.84,7.817,-11.005,-11.312,-55.555,-24.276,-25.953,31.747,-96.179,-36.178,-8.809,-23.399,-170.887
0.662739900000361,-0.97,-61.044,-292.209,-366.357,-12.417,-19.329,46.742,-52.266,-22.308,-8.692,-20.163,-12.086,-20.697,-16.564,-33.585,-37.654,37.853,8.322,-12.531,-12.837,-57.549,-27.838,-25.415,41.45,-128.358,-32.044,-11.874,-34.647,-174.814
0.662803900000199,0.567,-60.47,-297.04,-368.04,-6.769,-11.113,14.42,-43.505,-18.7,-4.585,-12.459,-6.951,-18.627,-9.887,-25.867,-31.981,43.451,15.998,-2.273,-5.14,-52.881,-17.564,-12.582,48.58,-102.614,-21.765,-6.227,-32.563,-189.497
0.675856199999998,-6.093,-63.996,-311.087,-364.086,0.923,-12.126,43.607,-43.973,-15.607,-3.555,-9.885,-5.919,-15.022,-7.828,-20.205,-28.363,43.408,19.056,2.341,-1.036,-52.315,-12.423,-11.032,41.36,-69.724,-17.645,-2.122,-32.018,-198.016
0.675924699999996,-7.112,-76.227,-328.707,-376.017,-6.763,-29.533,76.351,-72.106,-26.35,-14.31,-19.609,-11.549,-21.155,-15.505,-25.821,-32.433,34.655,12.377,-5.859,-6.671,-64.559,-23.169,-21.78,25.437,-65.556,-28.386,-7.243,-43.257,-196.794
0.689888000000337,-4.031,-79.225,-330.94,-377.69,-17.002,-23.356,43.999,-68.96,-21.713,-7.124,-15.49,-8.463,-16.523,-24.199,-23.233,-30.352,37.694,14.414,-2.267,-5.127,-64.494,-19.047,-16.122,31.559,-97.766,-29.895,-6.211,-40.652,-203.769
0.689952400000038,1.096,-66.85,-313.191,-351.185,-2.641,7.406,11.68,-36.104,4.436,15.937,4.505,5.89,2.449,-8.805,-10.402,-18.026,56.099,29.256,11.056,7.686,-52.134,-3.147,-4.323,53.044,-104.328,-17.569,1.992,-29.341,-203.053
